"","V1","V2","NA"
"","DLG1","MDM2","REACTS_WITH"
"","DLG4","MDM2","IN_SAME_COMPONENT"
"","DLG4","NEFL","IN_SAME_COMPONENT"
"","DLG4","RASGRF1","IN_SAME_COMPONENT"
"","DLG4","RASGRF2","IN_SAME_COMPONENT"
"","DLG4","DLG4","REACTS_WITH"
"","DLG4","EPB41L1","REACTS_WITH"
"","DLG4","HRAS","STATE_CHANGE"
"","DLST","OGDH","IN_SAME_COMPONENT"
"","DMC1","H2AFX","IN_SAME_COMPONENT"
"","DMC1","HIST3H3","IN_SAME_COMPONENT"
"","DMC1","RAD51","IN_SAME_COMPONENT"
"","DMC1","RPA1","IN_SAME_COMPONENT"
"","DMC1","RPA2","IN_SAME_COMPONENT"
"","DMC1","RPA3","IN_SAME_COMPONENT"
"","DMC1","DMC1","REACTS_WITH"
"","DMC1","MSH4","REACTS_WITH"
"","DMC1","MSH5","REACTS_WITH"
"","DMC1","TOP3A","REACTS_WITH"
"","DMD","NEB","IN_SAME_COMPONENT"
"","DMD","TCAP","IN_SAME_COMPONENT"
"","DMD","TMOD1","IN_SAME_COMPONENT"
"","DMD","TTN","IN_SAME_COMPONENT"
"","DMD","VIM","IN_SAME_COMPONENT"
"","DMD","DMD","REACTS_WITH"
"","DNA2","PCNA","IN_SAME_COMPONENT"
"","DNA2","POLA1","IN_SAME_COMPONENT"
"","DNA2","POLA2","IN_SAME_COMPONENT"
"","DNA2","POLD1","IN_SAME_COMPONENT"
"","DNA2","POLD2","IN_SAME_COMPONENT"
"","DNA2","POLD3","IN_SAME_COMPONENT"
"","DNA2","POLD4","IN_SAME_COMPONENT"
"","DNA2","PRIM1","IN_SAME_COMPONENT"
"","DNA2","PRIM2","IN_SAME_COMPONENT"
"","DNA2","RPA1","IN_SAME_COMPONENT"
"","DNA2","RPA2","IN_SAME_COMPONENT"
"","DNA2","RPA3","IN_SAME_COMPONENT"
"","DNA2","DNA2","REACTS_WITH"
"","DNAJC5","HSPA8","IN_SAME_COMPONENT"
"","DNAJC5","RAB3A","IN_SAME_COMPONENT"
"","DNAJC5","RIMS1","IN_SAME_COMPONENT"
"","DNAJC5","SLC32A1","IN_SAME_COMPONENT"
"","DNAJC5","SYT1","IN_SAME_COMPONENT"
"","DNAJC5","VAMP2","IN_SAME_COMPONENT"
"","DNAJC5","DNAJC5","REACTS_WITH"
"","DNAJC6","HSPA8","IN_SAME_COMPONENT"
"","DNAJC8","EFTUD2","IN_SAME_COMPONENT"
"","DNAJC8","GTF2F1","IN_SAME_COMPONENT"
"","DNAJC8","GTF2F2","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPA0","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPA1","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPA2B1","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPA3","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPC","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPD","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPF","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPH1","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPH2","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPL","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPM","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPR","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPU","IN_SAME_COMPONENT"
"","DNAJC8","HNRNPUL1","IN_SAME_COMPONENT"
"","DNAJC8","LSM2","IN_SAME_COMPONENT"
"","DNAJC8","MAGOH","IN_SAME_COMPONENT"
"","DNAJC8","NCBP1","IN_SAME_COMPONENT"
"","DNAJC8","NCBP2","IN_SAME_COMPONENT"
"","DNAJC8","NHP2L1","IN_SAME_COMPONENT"
"","DNAJC8","NUDT21","IN_SAME_COMPONENT"
"","DNAJC8","PABPN1","IN_SAME_COMPONENT"
"","DNAJC8","PAPOLA","IN_SAME_COMPONENT"
"","DNAJC8","PCBP1","IN_SAME_COMPONENT"
"","DNAJC8","PCBP2","IN_SAME_COMPONENT"
"","DNAJC8","PCF11","IN_SAME_COMPONENT"
"","DNAJC8","PHF5A","IN_SAME_COMPONENT"
"","DNAJC8","POLR2A","IN_SAME_COMPONENT"
"","DNAJC8","POLR2B","IN_SAME_COMPONENT"
"","DNAJC8","POLR2C","IN_SAME_COMPONENT"
"","DNAJC8","POLR2D","IN_SAME_COMPONENT"
"","DNAJC8","POLR2E","IN_SAME_COMPONENT"
"","DNAJC8","POLR2H","IN_SAME_COMPONENT"
"","DNAJC8","POLR2I","IN_SAME_COMPONENT"
"","DNAJC8","POLR2J","IN_SAME_COMPONENT"
"","DNAJC8","POLR2K","IN_SAME_COMPONENT"
"","DNAJC8","PRPF4","IN_SAME_COMPONENT"
"","DNAJC8","PRPF6","IN_SAME_COMPONENT"
"","DNAJC8","PRPF8","IN_SAME_COMPONENT"
"","DNAJC8","PTBP1","IN_SAME_COMPONENT"
"","DNAJC8","RBM5","IN_SAME_COMPONENT"
"","DNAJC8","RBM8A","IN_SAME_COMPONENT"
"","DNAJC8","RBMX","IN_SAME_COMPONENT"
"","DNAJC8","RNPS1","IN_SAME_COMPONENT"
"","DNAJC8","SF3A1","IN_SAME_COMPONENT"
"","DNAJC8","SF3A2","IN_SAME_COMPONENT"
"","DNAJC8","SF3A3","IN_SAME_COMPONENT"
"","DNAJC8","SF3B1","IN_SAME_COMPONENT"
"","DNAJC8","SF3B14","IN_SAME_COMPONENT"
"","DNAJC8","SF3B2","IN_SAME_COMPONENT"
"","DNAJC8","SF3B3","IN_SAME_COMPONENT"
"","DNAJC8","SF3B4","IN_SAME_COMPONENT"
"","DNAJC8","SF3B5","IN_SAME_COMPONENT"
"","DNAJC8","SMC1A","IN_SAME_COMPONENT"
"","DNAJC8","SNRNP200","IN_SAME_COMPONENT"
"","DNAJC8","SNRNP40","IN_SAME_COMPONENT"
"","DNAJC8","SNRNP70","IN_SAME_COMPONENT"
"","DNAJC8","SNRPA","IN_SAME_COMPONENT"
"","DNAJC8","SNRPA1","IN_SAME_COMPONENT"
"","DNAJC8","SNRPB","IN_SAME_COMPONENT"
"","DNAJC8","SNRPB2","IN_SAME_COMPONENT"
"","DNAJC8","SRRM1","IN_SAME_COMPONENT"
"","DNAJC8","SRSF1","IN_SAME_COMPONENT"
"","DNAJC8","SRSF11","IN_SAME_COMPONENT"
"","DNAJC8","SRSF2","IN_SAME_COMPONENT"
"","DNAJC8","SRSF4","IN_SAME_COMPONENT"
"","DNAJC8","SRSF5","IN_SAME_COMPONENT"
"","DNAJC8","SRSF6","IN_SAME_COMPONENT"
"","DNAJC8","SRSF7","IN_SAME_COMPONENT"
"","DNAJC8","SRSF9","IN_SAME_COMPONENT"
"","DNAJC8","SUGP1","IN_SAME_COMPONENT"
"","DNAJC8","THOC4","IN_SAME_COMPONENT"
"","DNAJC8","TXNL4A","IN_SAME_COMPONENT"
"","DNAJC8","U2AF1","IN_SAME_COMPONENT"
"","DNAJC8","U2AF2","IN_SAME_COMPONENT"
"","DNAJC8","UPF3B","IN_SAME_COMPONENT"
"","DNAJC8","YBX1","IN_SAME_COMPONENT"
"","DNAJC8","DNAJC8","REACTS_WITH"
"","DNAL4","AP2B1","STATE_CHANGE"
"","DNAL4","AP2M1","STATE_CHANGE"
"","DNAL4","AP2S1","STATE_CHANGE"
"","DNAL4","NGF","STATE_CHANGE"
"","DNAL4","SH3GL2","STATE_CHANGE"
"","DOK2","TEK","IN_SAME_COMPONENT"
"","DOK2","DOK2","REACTS_WITH"
"","DPEP2","DPEP2","SEQUENTIAL_CATALYSIS"
"","DPM1","DPM2","IN_SAME_COMPONENT"
"","DPM1","DPM3","IN_SAME_COMPONENT"
"","DPM2","DPM3","IN_SAME_COMPONENT"
"","DPM2","PIGA","IN_SAME_COMPONENT"
"","DPM2","PIGC","IN_SAME_COMPONENT"
"","DPM2","PIGH","IN_SAME_COMPONENT"
"","DPM2","PIGP","IN_SAME_COMPONENT"
"","DPYSL2","L1CAM","IN_SAME_COMPONENT"
"","DPYSL2","NUMB","IN_SAME_COMPONENT"
"","DPYSL2","DPYSL2","REACTS_WITH"
"","DRAP1","FOXH1","IN_SAME_COMPONENT"
"","DRAP1","SMAD4","STATE_CHANGE"
"","DSCAM","NTN1","IN_SAME_COMPONENT"
"","DSCAM","PAK1","IN_SAME_COMPONENT"
"","DSCAM","RAC1","IN_SAME_COMPONENT"
"","DSCAM","DSCAM","REACTS_WITH"
"","DSCAM","MAPK8","STATE_CHANGE"
"","DSN1","ERCC6L","IN_SAME_COMPONENT"
"","DSN1","INCENP","IN_SAME_COMPONENT"
"","DSN1","KIF18A","IN_SAME_COMPONENT"
"","DSN1","KIF2A","IN_SAME_COMPONENT"
"","DSN1","KIF2B","IN_SAME_COMPONENT"
"","DSN1","KIF2C","IN_SAME_COMPONENT"
"","DSN1","KNTC1","IN_SAME_COMPONENT"
"","DSN1","MAD1L1","IN_SAME_COMPONENT"
"","DSN1","MAD2L1","IN_SAME_COMPONENT"
"","DSN1","MAPRE1","IN_SAME_COMPONENT"
"","DSN1","MIS12","IN_SAME_COMPONENT"
"","DSN1","MLF1IP","IN_SAME_COMPONENT"
"","DSN1","NDC80","IN_SAME_COMPONENT"
"","DSN1","NDE1","IN_SAME_COMPONENT"
"","DSN1","NDEL1","IN_SAME_COMPONENT"
"","DSN1","NSL1","IN_SAME_COMPONENT"
"","DSN1","NUDC","IN_SAME_COMPONENT"
"","DSN1","NUF2","IN_SAME_COMPONENT"
"","DSN1","NUP107","IN_SAME_COMPONENT"
"","DSN1","NUP133","IN_SAME_COMPONENT"
"","DSN1","NUP160","IN_SAME_COMPONENT"
"","DSN1","NUP37","IN_SAME_COMPONENT"
"","DSN1","NUP43","IN_SAME_COMPONENT"
"","DSN1","NUP85","IN_SAME_COMPONENT"
"","DSN1","PAFAH1B1","IN_SAME_COMPONENT"
"","DSN1","PLK1","IN_SAME_COMPONENT"
"","DSN1","PMF1","IN_SAME_COMPONENT"
"","DSN1","PPP1CC","IN_SAME_COMPONENT"
"","DSN1","RANBP2","IN_SAME_COMPONENT"
"","DSN1","RANGAP1","IN_SAME_COMPONENT"
"","DSN1","RCC2","IN_SAME_COMPONENT"
"","DSN1","RPS27","IN_SAME_COMPONENT"
"","DSN1","SEC13","IN_SAME_COMPONENT"
"","DSN1","SGOL1","IN_SAME_COMPONENT"
"","DSN1","SGOL2","IN_SAME_COMPONENT"
"","DSN1","SKA1","IN_SAME_COMPONENT"
"","DSN1","SKA2","IN_SAME_COMPONENT"
"","DSN1","SPC24","IN_SAME_COMPONENT"
"","DSN1","SPC25","IN_SAME_COMPONENT"
"","DSN1","TAOK1","IN_SAME_COMPONENT"
"","DSN1","XPO1","IN_SAME_COMPONENT"
"","DSN1","ZW10","IN_SAME_COMPONENT"
"","DSN1","ZWILCH","IN_SAME_COMPONENT"
"","DSN1","ZWINT","IN_SAME_COMPONENT"
"","DSN1","DSN1","REACTS_WITH"
"","DTNBP1","NAPA","IN_SAME_COMPONENT"
"","DTNBP1","PLDN","IN_SAME_COMPONENT"
"","DTNBP1","TXNDC5","IN_SAME_COMPONENT"
"","DTNBP1","DTNBP1","REACTS_WITH"
"","DYNC1H1","DYNC1I2","IN_SAME_COMPONENT"
"","DYNC1H1","DYNLL1","IN_SAME_COMPONENT"
"","DYNC1H1","FGFR1OP","IN_SAME_COMPONENT"
"","DYNC1H1","HAUS2","IN_SAME_COMPONENT"
"","DYNC1H1","HSP90AA1","IN_SAME_COMPONENT"
"","DYNC1H1","MAPRE1","IN_SAME_COMPONENT"
"","DYNC1H1","NDE1","IN_SAME_COMPONENT"
"","DYNC1H1","NEDD1","IN_SAME_COMPONENT"
"","DYNC1H1","NEK2","IN_SAME_COMPONENT"
"","DYNC1H1","NINL","IN_SAME_COMPONENT"
"","DYNC1H1","ODF2","IN_SAME_COMPONENT"
"","DYNC1H1","OFD1","IN_SAME_COMPONENT"
"","DYNC1H1","PAFAH1B1","IN_SAME_COMPONENT"
"","DYNC1H1","PCM1","IN_SAME_COMPONENT"
"","DYNC1H1","PCNT","IN_SAME_COMPONENT"
"","DYNC1H1","PLK1","IN_SAME_COMPONENT"
"","DYNC1H1","PLK4","IN_SAME_COMPONENT"
"","DYNC1H1","PPP2R1A","IN_SAME_COMPONENT"
"","DYNC1H1","PRKACA","IN_SAME_COMPONENT"
"","DYNC1H1","PRKAR2B","IN_SAME_COMPONENT"
"","DYNC1H1","SDCCAG8","IN_SAME_COMPONENT"
"","DYNC1H1","SFI1","IN_SAME_COMPONENT"
"","DYNC1H1","SSNA1","IN_SAME_COMPONENT"
"","DYNC1H1","TSGA14","IN_SAME_COMPONENT"
"","DYNC1H1","TUBA1A","IN_SAME_COMPONENT"
"","DYNC1H1","TUBA4A","IN_SAME_COMPONENT"
"","DYNC1H1","TUBB","IN_SAME_COMPONENT"
"","DYNC1H1","TUBB2C","IN_SAME_COMPONENT"
"","DYNC1H1","TUBB4","IN_SAME_COMPONENT"
"","DYNC1H1","TUBG1","IN_SAME_COMPONENT"
"","DYNC1H1","TUBG2","IN_SAME_COMPONENT"
"","DYNC1H1","TUBGCP2","IN_SAME_COMPONENT"
"","DYNC1H1","TUBGCP3","IN_SAME_COMPONENT"
"","DYNC1H1","TUBGCP4","IN_SAME_COMPONENT"
"","DYNC1H1","TUBGCP5","IN_SAME_COMPONENT"
"","DYNC1H1","TUBGCP6","IN_SAME_COMPONENT"
"","DYNC1H1","YWHAE","IN_SAME_COMPONENT"
"","DYNC1H1","YWHAG","IN_SAME_COMPONENT"
"","DYNC1H1","DYNC1H1","REACTS_WITH"
"","DYNC1I2","DYNLL1","IN_SAME_COMPONENT"
"","DYNC1I2","FGFR1OP","IN_SAME_COMPONENT"
"","DYNC1I2","HAUS2","IN_SAME_COMPONENT"
"","DYNC1I2","HSP90AA1","IN_SAME_COMPONENT"
"","DYNC1I2","MAPRE1","IN_SAME_COMPONENT"
"","DYNC1I2","NDE1","IN_SAME_COMPONENT"
"","DYNC1I2","NEDD1","IN_SAME_COMPONENT"
"","DYNC1I2","NEK2","IN_SAME_COMPONENT"
"","DYNC1I2","NINL","IN_SAME_COMPONENT"
"","DYNC1I2","ODF2","IN_SAME_COMPONENT"
"","DYNC1I2","OFD1","IN_SAME_COMPONENT"
"","DYNC1I2","PAFAH1B1","IN_SAME_COMPONENT"
"","DYNC1I2","PCM1","IN_SAME_COMPONENT"
"","DYNC1I2","PCNT","IN_SAME_COMPONENT"
"","DYNC1I2","PLK1","IN_SAME_COMPONENT"
"","DYNC1I2","PLK4","IN_SAME_COMPONENT"
"","DYNC1I2","PPP2R1A","IN_SAME_COMPONENT"
"","DYNC1I2","PRKACA","IN_SAME_COMPONENT"
"","DYNC1I2","PRKAR2B","IN_SAME_COMPONENT"
"","DYNC1I2","SDCCAG8","IN_SAME_COMPONENT"
"","DYNC1I2","SFI1","IN_SAME_COMPONENT"
"","DYNC1I2","SSNA1","IN_SAME_COMPONENT"
"","DYNC1I2","TSGA14","IN_SAME_COMPONENT"
"","DYNC1I2","TUBA1A","IN_SAME_COMPONENT"
"","DYNC1I2","TUBA4A","IN_SAME_COMPONENT"
"","DYNC1I2","TUBB","IN_SAME_COMPONENT"
"","DYNC1I2","TUBB2C","IN_SAME_COMPONENT"
"","DYNC1I2","TUBB4","IN_SAME_COMPONENT"
"","DYNC1I2","TUBG1","IN_SAME_COMPONENT"
"","DYNC1I2","TUBG2","IN_SAME_COMPONENT"
"","DYNC1I2","TUBGCP2","IN_SAME_COMPONENT"
"","DYNC1I2","TUBGCP3","IN_SAME_COMPONENT"
"","DYNC1I2","TUBGCP4","IN_SAME_COMPONENT"
"","DYNC1I2","TUBGCP5","IN_SAME_COMPONENT"
"","DYNC1I2","TUBGCP6","IN_SAME_COMPONENT"
"","DYNC1I2","YWHAE","IN_SAME_COMPONENT"
"","DYNC1I2","YWHAG","IN_SAME_COMPONENT"
"","DYNC1I2","DYNC1I2","REACTS_WITH"
"","DYNLL1","FGFR1OP","IN_SAME_COMPONENT"
"","DYNLL1","HAUS2","IN_SAME_COMPONENT"
"","DYNLL1","HSP90AA1","IN_SAME_COMPONENT"
"","DYNLL1","MAPRE1","IN_SAME_COMPONENT"
"","DYNLL1","NDE1","IN_SAME_COMPONENT"
"","DYNLL1","NEDD1","IN_SAME_COMPONENT"
"","DYNLL1","NEK2","IN_SAME_COMPONENT"
"","DYNLL1","NINL","IN_SAME_COMPONENT"
"","DYNLL1","ODF2","IN_SAME_COMPONENT"
"","DYNLL1","OFD1","IN_SAME_COMPONENT"
"","DYNLL1","PAFAH1B1","IN_SAME_COMPONENT"
"","DYNLL1","PCM1","IN_SAME_COMPONENT"
"","DYNLL1","PCNT","IN_SAME_COMPONENT"
"","DYNLL1","PLK1","IN_SAME_COMPONENT"
"","DYNLL1","PLK4","IN_SAME_COMPONENT"
"","DYNLL1","PPP2R1A","IN_SAME_COMPONENT"
"","DYNLL1","PRKACA","IN_SAME_COMPONENT"
"","DYNLL1","PRKAR2B","IN_SAME_COMPONENT"
"","DYNLL1","SDCCAG8","IN_SAME_COMPONENT"
"","DYNLL1","SFI1","IN_SAME_COMPONENT"
"","DYNLL1","SSNA1","IN_SAME_COMPONENT"
"","DYNLL1","TSGA14","IN_SAME_COMPONENT"
"","DYNLL1","TUBA1A","IN_SAME_COMPONENT"
"","DYNLL1","TUBA4A","IN_SAME_COMPONENT"
"","DYNLL1","TUBB","IN_SAME_COMPONENT"
"","DYNLL1","TUBB2C","IN_SAME_COMPONENT"
"","DYNLL1","TUBB4","IN_SAME_COMPONENT"
"","DYNLL1","TUBG1","IN_SAME_COMPONENT"
"","DYNLL1","TUBG2","IN_SAME_COMPONENT"
"","DYNLL1","TUBGCP2","IN_SAME_COMPONENT"
"","DYNLL1","TUBGCP3","IN_SAME_COMPONENT"
"","DYNLL1","TUBGCP4","IN_SAME_COMPONENT"
"","DYNLL1","TUBGCP5","IN_SAME_COMPONENT"
"","DYNLL1","TUBGCP6","IN_SAME_COMPONENT"
"","DYNLL1","YWHAE","IN_SAME_COMPONENT"
"","DYNLL1","YWHAG","IN_SAME_COMPONENT"
"","DYNLL1","DYNLL1","REACTS_WITH"
"","DYNLL2","DYNLL2","REACTS_WITH"
"","DYRK1A","LIN37","STATE_CHANGE"
"","DYRK1A","LIN52","STATE_CHANGE"
"","DYRK1A","LIN54","STATE_CHANGE"
"","DYRK1A","LIN9","STATE_CHANGE"
"","DYRK1A","RBBP4","STATE_CHANGE"
"","E2F1","RB1","IN_SAME_COMPONENT"
"","E2F1","TFDP1","IN_SAME_COMPONENT"
"","E2F1","BBC3","METABOLIC_CATALYSIS"
"","E2F1","PMAIP1","METABOLIC_CATALYSIS"
"","E2F1","E2F1","REACTS_WITH"
"","E2F1","MYBL2","REACTS_WITH"
"","E2F1","PCNA","REACTS_WITH"
"","E2F1","RBL1","REACTS_WITH"
"","E2F1","TOP2A","REACTS_WITH"
"","E2F4","HDAC1","IN_SAME_COMPONENT"
"","E2F4","RBL1","IN_SAME_COMPONENT"
"","E2F4","CDK1","METABOLIC_CATALYSIS"
"","E2F4","E2F1","METABOLIC_CATALYSIS"
"","E2F4","MYBL2","METABOLIC_CATALYSIS"
"","E2F4","E2F4","REACTS_WITH"
"","EBF1","CEBPA","METABOLIC_CATALYSIS"
"","ECSIT","MAP3K1","STATE_CHANGE"
"","ECSIT","TRAF6","STATE_CHANGE"
"","EDC3","EDC4","IN_SAME_COMPONENT"
"","EDC3","LSM1","STATE_CHANGE"
"","EDC3","LSM2","STATE_CHANGE"
"","EDC3","LSM3","STATE_CHANGE"
"","EDC3","LSM4","STATE_CHANGE"
"","EDC3","LSM5","STATE_CHANGE"
"","EDC3","LSM6","STATE_CHANGE"
"","EDC4","LSM1","STATE_CHANGE"
"","EDC4","LSM2","STATE_CHANGE"
"","EDC4","LSM3","STATE_CHANGE"
"","EDC4","LSM4","STATE_CHANGE"
"","EDC4","LSM5","STATE_CHANGE"
"","EDC4","LSM6","STATE_CHANGE"
"","EEA1","TLR9","STATE_CHANGE"
"","EEF1A1","RPL10","IN_SAME_COMPONENT"
"","EEF1A1","RPL12","IN_SAME_COMPONENT"
"","EEF1A1","RPL13","IN_SAME_COMPONENT"
"","EEF1A1","RPL13A","IN_SAME_COMPONENT"
"","EEF1A1","RPL14","IN_SAME_COMPONENT"
"","EEF1A1","RPL17","IN_SAME_COMPONENT"
"","EEF1A1","RPL18","IN_SAME_COMPONENT"
"","EEF1A1","RPL18A","IN_SAME_COMPONENT"
"","EEF1A1","RPL21","IN_SAME_COMPONENT"
"","EEF1A1","RPL22","IN_SAME_COMPONENT"
"","EEF1A1","RPL26L1","IN_SAME_COMPONENT"
"","EEF1A1","RPL27A","IN_SAME_COMPONENT"
"","EEF1A1","RPL28","IN_SAME_COMPONENT"
"","EEF1A1","RPL29","IN_SAME_COMPONENT"
"","EEF1A1","RPL3","IN_SAME_COMPONENT"
"","EEF1A1","RPL34","IN_SAME_COMPONENT"
"","EEF1A1","RPL35","IN_SAME_COMPONENT"
"","EEF1A1","RPL35A","IN_SAME_COMPONENT"
"","EEF1A1","RPL36","IN_SAME_COMPONENT"
"","EEF1A1","RPL3L","IN_SAME_COMPONENT"
"","EEF1A1","RPL4","IN_SAME_COMPONENT"
"","EEF1A1","RPL5","IN_SAME_COMPONENT"
"","EEF1A1","RPL6","IN_SAME_COMPONENT"
"","EEF1A1","RPL7","IN_SAME_COMPONENT"
"","EEF1A1","RPL9","IN_SAME_COMPONENT"
"","EEF1A1","RPLP0","IN_SAME_COMPONENT"
"","EEF1A1","RPLP1","IN_SAME_COMPONENT"
"","EEF1A1","RPLP2","IN_SAME_COMPONENT"
"","EEF1A1","RPS10","IN_SAME_COMPONENT"
"","EEF1A1","RPS12","IN_SAME_COMPONENT"
"","EEF1A1","RPS17","IN_SAME_COMPONENT"
"","EEF1A1","RPS19","IN_SAME_COMPONENT"
"","EEF1A1","RPS2","IN_SAME_COMPONENT"
"","EEF1A1","RPS21","IN_SAME_COMPONENT"
"","EEF1A1","RPS27","IN_SAME_COMPONENT"
"","EEF1A1","RPS3","IN_SAME_COMPONENT"
"","EEF1A1","RPS4Y1","IN_SAME_COMPONENT"
"","EEF1A1","RPS5","IN_SAME_COMPONENT"
"","EEF1A1","RPS9","IN_SAME_COMPONENT"
"","EEF1A1","RPSA","IN_SAME_COMPONENT"
"","EEF1A1","EEF1A1","REACTS_WITH"
"","EEF1A1","EEF1B2","REACTS_WITH"
"","EEF1A1","EEF1D","REACTS_WITH"
"","EEF1A1","EEF1G","REACTS_WITH"
"","EEF1A1","EEF2","REACTS_WITH"
"","EEF1B2","EEF1D","IN_SAME_COMPONENT"
"","EEF1B2","EEF1G","IN_SAME_COMPONENT"
"","EEF1B2","EEF1B2","REACTS_WITH"
"","EEF1D","EEF1G","IN_SAME_COMPONENT"
"","EEF1D","EEF1D","REACTS_WITH"
"","EEF1E1","EPRS","IN_SAME_COMPONENT"
"","EEF1E1","IARS","IN_SAME_COMPONENT"
"","EEF1E1","KARS","IN_SAME_COMPONENT"
"","EEF1E1","LARS","IN_SAME_COMPONENT"
"","EEF1E1","MARS","IN_SAME_COMPONENT"
"","EEF1E1","QARS","IN_SAME_COMPONENT"
"","EEF1E1","RARS","IN_SAME_COMPONENT"
"","EEF1G","EEF1G","REACTS_WITH"
"","EEF2","EEF2","REACTS_WITH"
"","EEF2","RPL10","REACTS_WITH"
"","EEF2","RPL12","REACTS_WITH"
"","EEF2","RPL13","REACTS_WITH"
"","EEF2","RPL13A","REACTS_WITH"
"","EEF2","RPL14","REACTS_WITH"
"","EEF2","RPL17","REACTS_WITH"
"","EEF2","RPL18","REACTS_WITH"
"","EEF2","RPL18A","REACTS_WITH"
"","EEF2","RPL21","REACTS_WITH"
"","EEF2","RPL22","REACTS_WITH"
"","EEF2","RPL26L1","REACTS_WITH"
"","EEF2","RPL27A","REACTS_WITH"
"","EEF2","RPL28","REACTS_WITH"
"","EEF2","RPL29","REACTS_WITH"
"","EEF2","RPL3","REACTS_WITH"
"","EEF2","RPL34","REACTS_WITH"
"","EEF2","RPL35","REACTS_WITH"
"","EEF2","RPL35A","REACTS_WITH"
"","EEF2","RPL36","REACTS_WITH"
"","EEF2","RPL3L","REACTS_WITH"
"","EEF2","RPL4","REACTS_WITH"
"","EEF2","RPL5","REACTS_WITH"
"","EEF2","RPL6","REACTS_WITH"
"","EEF2","RPL7","REACTS_WITH"
"","EEF2","RPL9","REACTS_WITH"
"","EEF2","RPLP0","REACTS_WITH"
"","EEF2","RPLP1","REACTS_WITH"
"","EEF2","RPLP2","REACTS_WITH"
"","EEF2","RPS10","REACTS_WITH"
"","EEF2","RPS12","REACTS_WITH"
"","EEF2","RPS17","REACTS_WITH"
"","EEF2","RPS19","REACTS_WITH"
"","EEF2","RPS2","REACTS_WITH"
"","EEF2","RPS21","REACTS_WITH"
"","EEF2","RPS27","REACTS_WITH"
"","EEF2","RPS3","REACTS_WITH"
"","EEF2","RPS4Y1","REACTS_WITH"
"","EEF2","RPS5","REACTS_WITH"
"","EEF2","RPS9","REACTS_WITH"
"","EEF2","RPSA","REACTS_WITH"
"","EFTUD2","GTF2F1","IN_SAME_COMPONENT"
"","EFTUD2","GTF2F2","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPA0","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPA1","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPA2B1","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPA3","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPC","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPD","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPF","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPH1","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPH2","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPL","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPM","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPR","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPU","IN_SAME_COMPONENT"
"","EFTUD2","HNRNPUL1","IN_SAME_COMPONENT"
"","EFTUD2","LSM2","IN_SAME_COMPONENT"
"","EFTUD2","MAGOH","IN_SAME_COMPONENT"
"","EFTUD2","NCBP1","IN_SAME_COMPONENT"
"","EFTUD2","NCBP2","IN_SAME_COMPONENT"
"","EFTUD2","NHP2L1","IN_SAME_COMPONENT"
"","EFTUD2","NUDT21","IN_SAME_COMPONENT"
"","EFTUD2","PABPN1","IN_SAME_COMPONENT"
"","EFTUD2","PAPOLA","IN_SAME_COMPONENT"
"","EFTUD2","PCBP1","IN_SAME_COMPONENT"
"","EFTUD2","PCBP2","IN_SAME_COMPONENT"
"","EFTUD2","PCF11","IN_SAME_COMPONENT"
"","EFTUD2","PHF5A","IN_SAME_COMPONENT"
"","EFTUD2","POLR2A","IN_SAME_COMPONENT"
"","EFTUD2","POLR2B","IN_SAME_COMPONENT"
"","EFTUD2","POLR2C","IN_SAME_COMPONENT"
"","EFTUD2","POLR2D","IN_SAME_COMPONENT"
"","EFTUD2","POLR2E","IN_SAME_COMPONENT"
"","EFTUD2","POLR2H","IN_SAME_COMPONENT"
"","EFTUD2","POLR2I","IN_SAME_COMPONENT"
"","EFTUD2","POLR2J","IN_SAME_COMPONENT"
"","EFTUD2","POLR2K","IN_SAME_COMPONENT"
"","EFTUD2","PRPF4","IN_SAME_COMPONENT"
"","EFTUD2","PRPF6","IN_SAME_COMPONENT"
"","EFTUD2","PRPF8","IN_SAME_COMPONENT"
"","EFTUD2","PTBP1","IN_SAME_COMPONENT"
